Transaction ID,Product,Quantity,Unit Price (INR),Month,Sales Date,Customer Name,City,State,Country,Sales Channel,Payment Type,Total Sale (INR),Profit
TX0156,E-Reader,8,"₹ 6,820.00",Jul,2024-07-16,Jayan Raja,Nellore,Odisha,India,Online,Net Banking,"₹ 54,560.00","₹ 16,368.00"
TX0157,Smartphone,5,"₹ 18,062.00",Jun,2024-06-15,Kismat Thaker,Guntur,Odisha,India,Direct,Credit Card,"₹ 90,310.00","₹ 27,093.00"
TX0158,E-Reader,3,"₹ 18,592.00",Sep,2023-09-30,Anahita Sundaram,Pune,Himachal Pradesh,India,Direct,Cash,"₹ 55,776.00","₹ 16,732.80"
TX0159,Smartwatch,1,"₹ 4,233.00",Apr,2024-04-18,Arhaan Rau,Singrauli,Odisha,India,Store,Net Banking,"₹ 4,233.00","₹ 1,269.90"
TX0160,Smartphone,9,"₹ 18,005.00",Dec,2023-12-20,Anahi Ratta,Panihati,Telangana,India,Online,UPI,"₹ 162,045.00","₹ 48,613.50"
TX0161,Desktop PC,3,"₹ 4,326.00",Oct,2023-10-26,Parinaaz Balay,Madhyamgram,Odisha,India,Store,Credit Card,"₹ 12,978.00","₹ 3,893.40"
TX0162,Camera,8,"₹ 19,800.00",Apr,2024-04-03,Vanya Chowdhury,Sikar,Goa,India,Store,Cash,"₹ 158,400.00","₹ 47,520.00"
TX0163,Desktop PC,9,"₹ 3,193.00",Oct,2023-10-02,Jhanvi Zacharia,Akola,Punjab,India,Online,UPI,"₹ 28,737.00","₹ 8,621.10"
TX0164,External Hard Drive,5,"₹ 12,058.00",Nov,2023-11-11,Shayak Halder,Guwahati,Goa,India,Store,UPI,"₹ 60,290.00","₹ 18,087.00"
TX0165,Laptop,5,"₹ 11,820.00",Mar,2024-03-19,Parinaaz Uppal,Sagar,Arunachal Pradesh,India,Direct,Debit Card,"₹ 59,100.00","₹ 17,730.00"
TX0166,External Hard Drive,2,"₹ 17,455.00",Oct,2023-10-09,Farhan Jhaveri,Bongaigaon,Assam,India,Store,Cash,"₹ 34,910.00","₹ 10,473.00"
TX0167,Camera,8,"₹ 2,907.00",Jan,2024-01-04,Ayesha Kar,Tenali,Karnataka,India,Online,Cash,"₹ 23,256.00","₹ 6,976.80"
TX0168,Smartphone,7,"₹ 18,475.00",Nov,2023-11-29,Anay Balakrishnan,Raebareli,Telangana,India,Online,Credit Card,"₹ 129,325.00","₹ 38,797.50"
TX0169,External Hard Drive,5,"₹ 14,871.00",Dec,2023-12-31,Vritika Sura,Chennai,Karnataka,India,Online,Net Banking,"₹ 74,355.00","₹ 22,306.50"
TX0170,Printer,2,"₹ 17,223.00",Feb,2024-02-01,Sara Sule,Meerut,Punjab,India,Direct,Credit Card,"₹ 34,446.00","₹ 10,333.80"
TX0171,Headphones,6,"₹ 3,097.00",Dec,2023-12-12,Lakshit Raval,Nagpur,Punjab,India,Online,Debit Card,"₹ 18,582.00","₹ 5,574.60"
TX0172,Desktop PC,8,"₹ 14,428.00",Oct,2023-10-22,Hansh Randhawa,Pudukkottai,Mizoram,India,Online,Net Banking,"₹ 115,424.00","₹ 34,627.20"
TX0173,Tablet,2,"₹ 4,792.00",Feb,2024-02-20,Advika Kashyap,Sambalpur,Tripura,India,Direct,Cash,"₹ 9,584.00","₹ 2,875.20"
TX0174,Headphones,4,"₹ 16,317.00",Aug,2024-08-18,Lakshay Sinha,Junagadh,Telangana,India,Store,Credit Card,"₹ 65,268.00","₹ 19,580.40"
TX0175,External Hard Drive,6,"₹ 13,791.00",Oct,2023-10-29,Vidur Manne,Ludhiana,Assam,India,Store,Debit Card,"₹ 82,746.00","₹ 24,823.80"
TX0176,Printer,8,"₹ 11,220.00",Jul,2024-07-04,Riya Ganguly,Naihati,Manipur,India,Store,Credit Card,"₹ 89,760.00","₹ 26,928.00"
TX0177,Tablet,4,"₹ 3,716.00",Sep,2023-09-30,Baiju Goswami,Aizawl,Sikkim,India,Online,Net Banking,"₹ 14,864.00","₹ 4,459.20"
TX0178,External Hard Drive,7,"₹ 16,402.00",Feb,2024-02-11,Dhanuk Chawla,Solapur,Tamil Nadu,India,Store,Debit Card,"₹ 114,814.00","₹ 34,444.20"
TX0179,Desktop PC,7,"₹ 9,533.00",May,2024-05-31,Divyansh Devan,Hapur,Himachal Pradesh,India,Store,Credit Card,"₹ 66,731.00","₹ 20,019.30"
TX0180,Printer,8,"₹ 5,333.00",Jun,2024-06-19,Onkar Banik,Ludhiana,Jharkhand,India,Direct,Credit Card,"₹ 42,664.00","₹ 12,799.20"
TX0181,Printer,2,"₹ 10,527.00",Apr,2024-04-02,Nitya Vyas,Nellore,Uttarakhand,India,Direct,Cash,"₹ 21,054.00","₹ 6,316.20"
TX0182,Smartphone,7,"₹ 14,111.00",Jul,2024-07-07,Arnav Dutta,Panipat,Bihar,India,Direct,Debit Card,"₹ 98,777.00","₹ 29,633.10"
TX0183,Desktop PC,1,"₹ 17,321.00",Dec,2023-12-03,Uthkarsh Kuruvilla,Bettiah,Arunachal Pradesh,India,Online,UPI,"₹ 17,321.00","₹ 5,196.30"
TX0184,Smartphone,4,"₹ 2,662.00",Dec,2023-12-13,Myra Mangal,Kavali,Maharashtra,India,Online,Net Banking,"₹ 10,648.00","₹ 3,194.40"
TX0185,Laptop,9,"₹ 16,809.00",Aug,2024-08-27,Bhavin Raja,Kulti,Chhattisgarh,India,Direct,Net Banking,"₹ 151,281.00","₹ 45,384.30"
TX0186,E-Reader,5,"₹ 11,433.00",Jul,2024-07-15,Biju Chaudhuri,Nadiad,Rajasthan,India,Store,Debit Card,"₹ 57,165.00","₹ 17,149.50"
TX0187,Tablet,2,"₹ 9,998.00",Jan,2024-01-24,Dharmajan Bahl,Gulbarga,West Bengal,India,Online,Net Banking,"₹ 19,996.00","₹ 5,998.80"
TX0188,Laptop,5,"₹ 10,989.00",Sep,2024-09-20,Aaina Dhingra,Alwar,Meghalaya,India,Store,UPI,"₹ 54,945.00","₹ 16,483.50"
TX0189,Tablet,6,"₹ 11,993.00",Aug,2024-08-28,Parinaaz Lall,Amroha,Andhra Pradesh,India,Store,Cash,"₹ 71,958.00","₹ 21,587.40"
TX0190,Printer,1,"₹ 13,133.00",Jun,2024-06-01,Zain Lad,Deoghar,Odisha,India,Store,Cash,"₹ 13,133.00","₹ 3,939.90"
TX0191,External Hard Drive,4,"₹ 13,111.00",Oct,2023-10-14,Prerak Vasa,Vijayanagaram,West Bengal,India,Store,UPI,"₹ 52,444.00","₹ 15,733.20"
TX0192,Printer,2,"₹ 5,794.00",Oct,2023-10-18,Siya Sachdeva,Ahmednagar,Rajasthan,India,Online,UPI,"₹ 11,588.00","₹ 3,476.40"
TX0193,Printer,5,"₹ 9,752.00",Apr,2024-04-23,Uthkarsh Taneja,Katihar,Uttarakhand,India,Direct,Credit Card,"₹ 48,760.00","₹ 14,628.00"
TX0194,Desktop PC,5,"₹ 18,639.00",Mar,2024-03-25,Seher De,Bhimavaram,Assam,India,Direct,UPI,"₹ 93,195.00","₹ 27,958.50"
TX0195,Tablet,5,"₹ 8,770.00",Jul,2024-07-15,Hridaan Chaudry,Rajahmundry,Tripura,India,Direct,Credit Card,"₹ 43,850.00","₹ 13,155.00"
TX0196,Camera,1,"₹ 8,385.00",Sep,2024-09-21,Dhruv Sathe,Ratlam,Arunachal Pradesh,India,Store,Net Banking,"₹ 8,385.00","₹ 2,515.50"
TX0197,Desktop PC,1,"₹ 11,527.00",Jan,2024-01-03,Yuvaan Ravel,Khora ,West Bengal,India,Direct,Net Banking,"₹ 11,527.00","₹ 3,458.10"
TX0198,Tablet,9,"₹ 18,074.00",Jun,2024-06-12,Anahi Wagle,Rourkela,Uttar Pradesh,India,Store,Cash,"₹ 162,666.00","₹ 48,799.80"
TX0199,Tablet,5,"₹ 7,400.00",Mar,2024-03-01,Kiara Rao,Anantapur,Meghalaya,India,Direct,Net Banking,"₹ 37,000.00","₹ 11,100.00"
TX0200,Laptop,7,"₹ 3,677.00",Jan,2024-01-05,Taimur Tara,Udupi,Goa,India,Online,Credit Card,"₹ 25,739.00","₹ 7,721.70"
TX0201,Camera,4,"₹ 8,149.00",Jul,2024-07-11,Pranay Bhagat,Suryapet,Tamil Nadu,India,Store,UPI,"₹ 32,596.00","₹ 9,778.80"
TX0202,Smartwatch,4,"₹ 7,735.00",Jul,2024-07-28,Vritika Raju,Motihari,Gujarat,India,Store,Net Banking,"₹ 30,940.00","₹ 9,282.00"
TX0203,External Hard Drive,3,"₹ 17,409.00",Sep,2024-09-05,Samar Joshi,Salem,Tripura,India,Store,Net Banking,"₹ 52,227.00","₹ 15,668.10"
TX0204,Desktop PC,2,"₹ 19,765.00",Mar,2024-03-13,Amira Bhardwaj,Panihati,Jharkhand,India,Online,Net Banking,"₹ 39,530.00","₹ 11,859.00"
TX0205,Printer,3,"₹ 6,248.00",Dec,2023-12-07,Bhamini Sangha,Chinsurah,Meghalaya,India,Online,Debit Card,"₹ 18,744.00","₹ 5,623.20"
TX0206,Smartwatch,2,"₹ 14,351.00",Aug,2024-08-13,Jiya Sama,Sultan Pur Majra,Haryana,India,Direct,UPI,"₹ 28,702.00","₹ 8,610.60"
TX0207,External Hard Drive,4,"₹ 3,565.00",Sep,2024-09-15,Manjari Shenoy,Mahbubnagar,Manipur,India,Store,Cash,"₹ 14,260.00","₹ 4,278.00"
TX0208,Smartphone,5,"₹ 6,593.00",Jul,2024-07-15,Neelofar Rau,Nangloi Jat,Manipur,India,Store,UPI,"₹ 32,965.00","₹ 9,889.50"
TX0209,E-Reader,2,"₹ 12,602.00",Dec,2023-12-05,Yuvraj  Dugal,Surendranagar Dudhrej,Goa,India,Online,Net Banking,"₹ 25,204.00","₹ 7,561.20"
TX0210,Printer,2,"₹ 5,339.00",Jan,2024-01-18,Umang Dalal,Korba,Assam,India,Online,Credit Card,"₹ 10,678.00","₹ 3,203.40"
TX0211,Desktop PC,1,"₹ 9,615.00",Apr,2024-04-06,Emir Lal,Vellore,Uttarakhand,India,Online,Cash,"₹ 9,615.00","₹ 2,884.50"
TX0212,External Hard Drive,8,"₹ 11,504.00",Dec,2023-12-31,Dhanuk Dube,Yamunanagar,Telangana,India,Direct,Net Banking,"₹ 92,032.00","₹ 27,609.60"
TX0213,External Hard Drive,9,"₹ 8,337.00",Oct,2023-10-17,Manjari Dhar,Bhusawal,Chhattisgarh,India,Store,Credit Card,"₹ 75,033.00","₹ 22,509.90"
TX0214,E-Reader,5,"₹ 7,241.00",Dec,2023-12-02,Uthkarsh Garde,Naihati,Jharkhand,India,Direct,Cash,"₹ 36,205.00","₹ 10,861.50"
TX0215,Tablet,4,"₹ 18,757.00",Jun,2024-06-19,Jayant Kala,Visakhapatnam,Maharashtra,India,Store,Net Banking,"₹ 75,028.00","₹ 22,508.40"
TX0216,Tablet,6,"₹ 2,833.00",Sep,2024-09-10,Eshani Kari,Unnao,Assam,India,Store,Credit Card,"₹ 16,998.00","₹ 5,099.40"
TX0217,Camera,7,"₹ 16,074.00",Nov,2023-11-19,Kismat Rama,Durgapur,Rajasthan,India,Online,Net Banking,"₹ 112,518.00","₹ 33,755.40"
TX0218,E-Reader,4,"₹ 4,073.00",Jan,2024-01-02,Samiha Hayre,Satna,Arunachal Pradesh,India,Direct,Credit Card,"₹ 16,292.00","₹ 4,887.60"
TX0219,E-Reader,3,"₹ 14,236.00",Sep,2024-09-12,Samiha Sanghvi,Jorhat,Andhra Pradesh,India,Online,UPI,"₹ 42,708.00","₹ 12,812.40"
TX0220,Printer,9,"₹ 8,216.00",Aug,2024-08-20,Aarav Kothari,Madhyamgram,Haryana,India,Direct,Debit Card,"₹ 73,944.00","₹ 22,183.20"
TX0221,Laptop,2,"₹ 16,860.00",Apr,2024-04-07,Veer Sampath,Bhind,Himachal Pradesh,India,Online,Credit Card,"₹ 33,720.00","₹ 10,116.00"
TX0222,Camera,5,"₹ 4,968.00",Mar,2024-03-02,Raghav Edwin,Jaunpur,Uttarakhand,India,Store,Net Banking,"₹ 24,840.00","₹ 7,452.00"
TX0223,E-Reader,1,"₹ 14,435.00",Aug,2024-08-10,Nishith Som,Hyderabad,Assam,India,Store,Net Banking,"₹ 14,435.00","₹ 4,330.50"
TX0224,Printer,9,"₹ 19,332.00",Apr,2024-04-18,Pari Koshy,Ahmedabad,Andhra Pradesh,India,Online,Net Banking,"₹ 173,988.00","₹ 52,196.40"
TX0225,External Hard Drive,4,"₹ 17,452.00",Feb,2024-02-16,Reyansh Kohli,Katni,Odisha,India,Online,Cash,"₹ 69,808.00","₹ 20,942.40"
TX0226,E-Reader,6,"₹ 7,347.00",Nov,2023-11-15,Manjari Handa,Khora ,Kerala,India,Direct,Credit Card,"₹ 44,082.00","₹ 13,224.60"
TX0227,Tablet,6,"₹ 14,323.00",Nov,2023-11-08,Indranil Agrawal,Pallavaram,Uttar Pradesh,India,Store,UPI,"₹ 85,938.00","₹ 25,781.40"
TX0228,Printer,2,"₹ 4,257.00",Feb,2024-02-23,Badal Choudhary,Kishanganj,Uttarakhand,India,Store,Net Banking,"₹ 8,514.00","₹ 2,554.20"
TX0229,Printer,8,"₹ 3,175.00",Nov,2023-11-05,Purab Raja,Aurangabad,Kerala,India,Store,Cash,"₹ 25,400.00","₹ 7,620.00"
TX0230,Tablet,9,"₹ 12,301.00",Jun,2024-06-24,Nitara Jha,Srikakulam,Odisha,India,Direct,Cash,"₹ 110,709.00","₹ 33,212.70"
TX0231,Smartphone,7,"₹ 19,589.00",Dec,2023-12-08,Suhana Konda,Jamnagar,Sikkim,India,Store,Cash,"₹ 137,123.00","₹ 41,136.90"
TX0232,Desktop PC,5,"₹ 7,549.00",Dec,2023-12-13,Hiran Tata,Agartala,Odisha,India,Direct,UPI,"₹ 37,745.00","₹ 11,323.50"
TX0233,External Hard Drive,8,"₹ 12,350.00",Nov,2023-11-01,Ayesha Sarraf,Kozhikode,Himachal Pradesh,India,Store,Cash,"₹ 98,800.00","₹ 29,640.00"
TX0234,Smartwatch,4,"₹ 7,779.00",Apr,2024-04-09,Indranil Sinha,Aurangabad,Telangana,India,Direct,Debit Card,"₹ 31,116.00","₹ 9,334.80"
TX0235,Tablet,6,"₹ 3,258.00",Aug,2024-08-08,Kaira Keer,Yamunanagar,Tamil Nadu,India,Online,Cash,"₹ 19,548.00","₹ 5,864.40"
TX0236,Camera,4,"₹ 3,901.00",Feb,2024-02-08,Vivaan Thaker,Nashik,Manipur,India,Online,Credit Card,"₹ 15,604.00","₹ 4,681.20"
TX0237,Smartphone,7,"₹ 7,042.00",Oct,2023-10-15,Nehmat Mahajan,Tezpur,Haryana,India,Direct,Debit Card,"₹ 49,294.00","₹ 14,788.20"
TX0238,Camera,5,"₹ 17,937.00",May,2024-05-18,Urvi Shankar,Berhampore,Tamil Nadu,India,Direct,Net Banking,"₹ 89,685.00","₹ 26,905.50"
TX0239,External Hard Drive,8,"₹ 18,978.00",Sep,2024-09-05,Taimur Tank,Raiganj,Madhya Pradesh,India,Online,Net Banking,"₹ 151,824.00","₹ 45,547.20"
TX0240,Printer,4,"₹ 19,870.00",Feb,2024-02-10,Tarini Din,Jalandhar,Punjab,India,Online,Debit Card,"₹ 79,480.00","₹ 23,844.00"
TX0241,Smartwatch,1,"₹ 2,101.00",May,2024-05-01,Rasha Sundaram,Bhatpara,Rajasthan,India,Direct,Cash,"₹ 2,101.00",₹ 630.30
TX0242,External Hard Drive,6,"₹ 16,920.00",Feb,2024-02-21,Saanvi Brar,Rampur,Arunachal Pradesh,India,Direct,Debit Card,"₹ 101,520.00","₹ 30,456.00"
TX0243,Smartwatch,4,"₹ 8,834.00",Jun,2024-06-02,Rohan Verma,Latur,Assam,India,Store,Debit Card,"₹ 35,336.00","₹ 10,600.80"
TX0244,Smartphone,8,"₹ 12,274.00",Sep,2023-09-27,Shray Jain,Dehradun,Chhattisgarh,India,Store,Cash,"₹ 98,192.00","₹ 29,457.60"
TX0245,Laptop,6,"₹ 19,370.00",Oct,2023-10-05,Manikya Sani,Cuttack,Kerala,India,Online,Credit Card,"₹ 116,220.00","₹ 34,866.00"
TX0246,Headphones,6,"₹ 10,715.00",Nov,2023-11-30,Rania Bahri,Vasai-Virar,Bihar,India,Online,Credit Card,"₹ 64,290.00","₹ 19,287.00"
TX0247,Printer,9,"₹ 5,211.00",May,2024-05-27,Nishith Kata,Gudivada,Himachal Pradesh,India,Direct,Debit Card,"₹ 46,899.00","₹ 14,069.70"
TX0248,E-Reader,1,"₹ 12,600.00",Nov,2023-11-11,Hansh Basak,Begusarai,Sikkim,India,Online,UPI,"₹ 12,600.00","₹ 3,780.00"
TX0249,External Hard Drive,9,"₹ 8,564.00",Jan,2024-01-12,Taimur Vala,Thanjavur,Jharkhand,India,Direct,Net Banking,"₹ 77,076.00","₹ 23,122.80"
TX0250,External Hard Drive,4,"₹ 7,936.00",Jul,2024-07-01,Yuvraj  Gole,Udaipur,Haryana,India,Store,Debit Card,"₹ 31,744.00","₹ 9,523.20"
TX0251,Smartphone,7,"₹ 16,941.00",Apr,2024-04-05,Tiya Bhandari,Indore,Manipur,India,Store,Credit Card,"₹ 118,587.00","₹ 35,576.10"
TX0252,Tablet,4,"₹ 7,666.00",Jul,2024-07-08,Fateh Aggarwal,Hubli–Dharwad,Punjab,India,Store,Cash,"₹ 30,664.00","₹ 9,199.20"
TX0253,External Hard Drive,3,"₹ 15,002.00",May,2024-05-29,Ishita Mann,Ongole,West Bengal,India,Direct,Cash,"₹ 45,006.00","₹ 13,501.80"
TX0254,Printer,8,"₹ 5,532.00",Aug,2024-08-12,Saanvi Kamdar,Moradabad,Odisha,India,Direct,UPI,"₹ 44,256.00","₹ 13,276.80"
TX0255,Smartwatch,1,"₹ 4,801.00",Dec,2023-12-10,Gokul Bawa,Bhubaneswar,Rajasthan,India,Online,Debit Card,"₹ 4,801.00","₹ 1,440.30"
TX0256,Camera,4,"₹ 9,463.00",Mar,2024-03-25,Sumer Krishna,Siliguri,Meghalaya,India,Online,Cash,"₹ 37,852.00","₹ 11,355.60"
TX0257,Camera,1,"₹ 7,103.00",Sep,2024-09-18,Renee Kaul,Bhind,Haryana,India,Direct,Debit Card,"₹ 7,103.00","₹ 2,130.90"
TX0258,E-Reader,4,"₹ 2,075.00",Feb,2024-02-07,Yashvi Acharya,Panvel,Bihar,India,Direct,Net Banking,"₹ 8,300.00","₹ 2,490.00"
TX0259,Printer,7,"₹ 3,966.00",Apr,2024-04-09,Jayant Madan,Ghaziabad,Assam,India,Online,Credit Card,"₹ 27,762.00","₹ 8,328.60"
TX0260,Tablet,2,"₹ 14,201.00",May,2024-05-17,Charvi Varghese,Tirupati,Andhra Pradesh,India,Store,Credit Card,"₹ 28,402.00","₹ 8,520.60"
TX0261,Camera,3,"₹ 6,090.00",Jun,2024-06-08,Ryan Kanda,Bharatpur,Goa,India,Store,Net Banking,"₹ 18,270.00","₹ 5,481.00"
TX0262,Camera,5,"₹ 5,715.00",Feb,2024-02-05,Ahana  Jain,Mumbai,Jharkhand,India,Store,Cash,"₹ 28,575.00","₹ 8,572.50"
TX0263,Printer,2,"₹ 17,679.00",Jan,2024-01-27,Drishya Kara,Patiala,Odisha,India,Store,Debit Card,"₹ 35,358.00","₹ 10,607.40"
TX0264,Smartwatch,4,"₹ 17,168.00",Jan,2024-01-25,Aayush Choudhary,Eluru,Tamil Nadu,India,Direct,Net Banking,"₹ 68,672.00","₹ 20,601.60"
TX0265,Laptop,3,"₹ 9,949.00",Jan,2024-01-28,Faiyaz Ahuja,Kamarhati,Kerala,India,Online,Credit Card,"₹ 29,847.00","₹ 8,954.10"
TX0266,Camera,5,"₹ 5,878.00",Jan,2024-01-27,Prerak Kohli,Durgapur,Uttarakhand,India,Direct,Net Banking,"₹ 29,390.00","₹ 8,817.00"
TX0267,Laptop,8,"₹ 6,356.00",Oct,2023-10-12,Shamik Kaul,New Delhi,Meghalaya,India,Direct,Credit Card,"₹ 50,848.00","₹ 15,254.40"
TX0268,Headphones,5,"₹ 16,851.00",Aug,2024-08-17,Umang Handa,Panchkula,Mizoram,India,Online,Credit Card,"₹ 84,255.00","₹ 25,276.50"
TX0269,External Hard Drive,5,"₹ 5,216.00",Nov,2023-11-23,Shaan Chhabra,Mumbai,Himachal Pradesh,India,Store,Credit Card,"₹ 26,080.00","₹ 7,824.00"
TX0270,Smartphone,2,"₹ 4,430.00",Dec,2023-12-29,Zara Sen,Varanasi,Nagaland,India,Store,UPI,"₹ 8,860.00","₹ 2,658.00"
TX0271,Smartphone,3,"₹ 10,856.00",Mar,2024-03-29,Miraan Gala,Hubli–Dharwad,Punjab,India,Online,Debit Card,"₹ 32,568.00","₹ 9,770.40"
TX0272,Smartphone,8,"₹ 11,483.00",Jun,2024-06-01,Darshit Singhal,Motihari,Gujarat,India,Direct,UPI,"₹ 91,864.00","₹ 27,559.20"
TX0273,Desktop PC,3,"₹ 11,435.00",Sep,2024-09-20,Advika Mandal,Katihar,Andhra Pradesh,India,Store,Credit Card,"₹ 34,305.00","₹ 10,291.50"
TX0274,Smartphone,4,"₹ 7,000.00",Dec,2023-12-22,Vihaan Ramachandran,Etawah,Tamil Nadu,India,Online,Net Banking,"₹ 28,000.00","₹ 8,400.00"
TX0275,Tablet,8,"₹ 8,438.00",Jan,2024-01-20,Nayantara Bail,Bellary,Tripura,India,Online,Debit Card,"₹ 67,504.00","₹ 20,251.20"
TX0276,Desktop PC,7,"₹ 3,588.00",May,2024-05-12,Alisha Arya,Bellary,Andhra Pradesh,India,Store,Cash,"₹ 25,116.00","₹ 7,534.80"
TX0277,Desktop PC,7,"₹ 17,679.00",Jan,2024-01-19,Kiaan Krish,Coimbatore,Madhya Pradesh,India,Online,Cash,"₹ 123,753.00","₹ 37,125.90"
TX0278,Tablet,3,"₹ 13,157.00",Jun,2024-06-29,Yashvi Ben,Anantapur,Arunachal Pradesh,India,Direct,Net Banking,"₹ 39,471.00","₹ 11,841.30"
TX0279,Camera,4,"₹ 10,947.00",Mar,2024-03-20,Prisha Sachdeva,Raebareli,Manipur,India,Direct,Net Banking,"₹ 43,788.00","₹ 13,136.40"
TX0280,Headphones,7,"₹ 16,539.00",Nov,2023-11-05,Amira Comar,Raurkela Industrial Township,Gujarat,India,Online,UPI,"₹ 115,773.00","₹ 34,731.90"
TX0281,Smartwatch,1,"₹ 12,975.00",Dec,2023-12-24,Stuvan Behl,Thanjavur,Rajasthan,India,Store,Credit Card,"₹ 12,975.00","₹ 3,892.50"
TX0282,Smartwatch,9,"₹ 18,694.00",Dec,2023-12-02,Jhanvi Kata,Miryalaguda,Gujarat,India,Store,Net Banking,"₹ 168,246.00","₹ 50,473.80"
TX0283,Laptop,1,"₹ 18,243.00",Mar,2024-03-31,Farhan Grover,Bharatpur,Chhattisgarh,India,Store,Cash,"₹ 18,243.00","₹ 5,472.90"
TX0284,Smartphone,8,"₹ 15,747.00",Oct,2023-10-17,Suhana Rau,Gangtok,Karnataka,India,Direct,Cash,"₹ 125,976.00","₹ 37,792.80"
TX0285,Smartphone,7,"₹ 17,443.00",Feb,2024-02-21,Samarth Sampath,Alwar,Arunachal Pradesh,India,Store,Debit Card,"₹ 122,101.00","₹ 36,630.30"
TX0286,External Hard Drive,6,"₹ 18,685.00",Jun,2024-06-13,Prerak Koshy,Bidhannagar,Nagaland,India,Store,Debit Card,"₹ 112,110.00","₹ 33,633.00"
TX0287,E-Reader,7,"₹ 17,727.00",Feb,2024-02-02,Alia Chakrabarti,Bhiwani,Chhattisgarh,India,Store,Credit Card,"₹ 124,089.00","₹ 37,226.70"
TX0288,E-Reader,6,"₹ 3,339.00",Nov,2023-11-09,Aradhya Gokhale,Ghaziabad,Tamil Nadu,India,Store,Net Banking,"₹ 20,034.00","₹ 6,010.20"
TX0289,Tablet,3,"₹ 19,562.00",May,2024-05-19,Lakshit Ravi,Imphal,Jharkhand,India,Store,Net Banking,"₹ 58,686.00","₹ 17,605.80"
TX0290,Laptop,8,"₹ 5,704.00",Nov,2023-11-08,Rania Joshi,Gwalior,Andhra Pradesh,India,Store,Cash,"₹ 45,632.00","₹ 13,689.60"
TX0291,Printer,2,"₹ 7,774.00",Mar,2024-03-02,Dishani Verma,Ongole,Kerala,India,Store,UPI,"₹ 15,548.00","₹ 4,664.40"
TX0292,Smartphone,3,"₹ 2,513.00",Dec,2023-12-20,Shray Sarraf,Rewa,Arunachal Pradesh,India,Store,UPI,"₹ 7,539.00","₹ 2,261.70"
TX0293,Camera,3,"₹ 5,574.00",Feb,2024-02-16,Samarth Das,Hajipur,Manipur,India,Direct,Debit Card,"₹ 16,722.00","₹ 5,016.60"
TX0294,Camera,6,"₹ 16,767.00",Sep,2024-09-12,Renee Arora,Kurnool,Telangana,India,Direct,UPI,"₹ 100,602.00","₹ 30,180.60"
TX0295,External Hard Drive,7,"₹ 9,548.00",Apr,2024-04-23,Farhan Anne,Baranagar,Assam,India,Store,Debit Card,"₹ 66,836.00","₹ 20,050.80"
TX0296,Headphones,5,"₹ 13,382.00",Apr,2024-04-09,Kaira Chakrabarti,Ahmednagar,Chhattisgarh,India,Direct,UPI,"₹ 66,910.00","₹ 20,073.00"
TX0297,Laptop,3,"₹ 10,004.00",Mar,2024-03-22,Adah Chada,Guwahati,Nagaland,India,Direct,Credit Card,"₹ 30,012.00","₹ 9,003.60"
TX0298,Printer,3,"₹ 19,610.00",Jan,2024-01-31,Bhamini Seth,Kumbakonam,Rajasthan,India,Direct,Cash,"₹ 58,830.00","₹ 17,649.00"
TX0299,Smartphone,2,"₹ 2,106.00",May,2024-05-12,Kaira Kar,Raipur,Andhra Pradesh,India,Store,Net Banking,"₹ 4,212.00","₹ 1,263.60"
TX0300,E-Reader,1,"₹ 9,659.00",Dec,2023-12-31,Aayush Halder,Suryapet,Haryana,India,Direct,Cash,"₹ 9,659.00","₹ 2,897.70"
TX0301,Laptop,1,"₹ 15,918.00",May,2024-05-23,Misha Vora,Aligarh,Odisha,India,Direct,Net Banking,"₹ 15,918.00","₹ 4,775.40"
TX0302,Smartwatch,3,"₹ 6,352.00",Sep,2024-09-07,Kismat Choudhary,Bardhaman,Gujarat,India,Direct,Credit Card,"₹ 19,056.00","₹ 5,716.80"
TX0303,Laptop,9,"₹ 11,809.00",Aug,2024-08-06,Sumer Bala,Thoothukudi,Telangana,India,Direct,UPI,"₹ 106,281.00","₹ 31,884.30"
TX0304,Smartwatch,4,"₹ 17,147.00",Jun,2024-06-08,Prerak Bala,Tumkur,Rajasthan,India,Store,Credit Card,"₹ 68,588.00","₹ 20,576.40"
TX0305,Tablet,1,"₹ 7,046.00",Sep,2024-09-12,Zaina Char,Jhansi,Himachal Pradesh,India,Direct,Credit Card,"₹ 7,046.00","₹ 2,113.80"
TX0306,Headphones,9,"₹ 10,982.00",Jun,2024-06-01,Aaryahi Rege,Chinsurah,Haryana,India,Online,Cash,"₹ 98,838.00","₹ 29,651.40"
TX0307,Camera,9,"₹ 17,135.00",Dec,2023-12-21,Ivan Kala,Mathura,Nagaland,India,Online,Credit Card,"₹ 154,215.00","₹ 46,264.50"
TX0308,Tablet,2,"₹ 14,660.00",Oct,2023-10-13,Zeeshan Sane,Indore,Meghalaya,India,Online,Cash,"₹ 29,320.00","₹ 8,796.00"
TX0309,Headphones,1,"₹ 17,394.00",Oct,2023-10-09,Heer Shenoy,North Dumdum,Punjab,India,Online,Debit Card,"₹ 17,394.00","₹ 5,218.20"
TX0310,Camera,6,"₹ 5,396.00",Feb,2024-02-20,Shalv Raval,Eluru,Gujarat,India,Direct,Cash,"₹ 32,376.00","₹ 9,712.80"
TX0311,Tablet,9,"₹ 5,962.00",Oct,2023-10-25,Azad Rajan,Phusro,Meghalaya,India,Store,Cash,"₹ 53,658.00","₹ 16,097.40"
